,,,,,,,,,,,,,,,,親密度,,利用日数,,利用回数,,,日付,,初度登録年月からの経過日数,,,,,,時間(時),,,,,,エンジン回転数,,外気温,,ガソリン残量,,航続可能距離,,車速(km),,アクセル開度,,,ブースト圧,,,,,,,,S MATICシフト段,,,,ステアリング舵角,,縦G,,横G,,ヨーレート,,ブレーキ圧,,,エンジン水温,,,,平均燃費A,,走行距離,
11,エンジン始動２,エンジン始動１,,,今日もいい天気だね,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK10670.mp4,,MIK0001.jpg,,,,,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,エンジン始動２,エンジン始動１,,,今日はドライブ日和ですね,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK10870.mp4,,MIK0001.jpg,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,エンジン始動２,エンジン始動１,,,今日はドライブ日和ですね,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK10870.mp4,,MIK0001.jpg,,,,,,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,エンジン始動２,エンジン始動１,,,今日はドライブ日和ですね,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK10870.mp4,,MIK0001.jpg,,,,,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,エンジン始動２,エンジン始動１,,,今日の天気は「雨」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00630.mp4,,MIK0001.jpg,,,,,,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,エンジン始動２,エンジン始動１,,,今日の天気は「曇り」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00640.mp4,,MIK0001.jpg,,,,,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,エンジン始動２,エンジン始動１,,,今日の天気は「曇り」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00640.mp4,,MIK0001.jpg,,,,,,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,エンジン始動２,エンジン始動１,,,今日の天気は「雪」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00650.mp4,,MIK0001.jpg,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,エンジン始動２,エンジン始動１,,,今日の天気は「雪」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00650.mp4,,MIK0001.jpg,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,エンジン始動２,エンジン始動１,,,今日の天気は「雪」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00650.mp4,,MIK0001.jpg,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,エンジン始動２,エンジン始動１,,,今日の天気は「雪」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00650.mp4,,MIK0001.jpg,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,エンジン始動２,エンジン始動１,,,今日の天気は「みぞれ」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00660.mp4,,MIK0001.jpg,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,エンジン始動２,エンジン始動１,,,今日の天気は「みぞれ」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00660.mp4,,MIK0001.jpg,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,エンジン始動２,エンジン始動１,,,今日の天気は「あられ」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00670.mp4,,MIK0001.jpg,,,,,,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,エンジン始動２,エンジン始動１,,,今日の天気は「あられ」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00670.mp4,,MIK0001.jpg,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,エンジン始動２,エンジン始動１,,,今日の天気は「あられ」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00670.mp4,,MIK0001.jpg,,,,,,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,エンジン始動２,エンジン始動１,,,今日の天気は「台風」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00680.mp4,,MIK0001.jpg,,,,,,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,エンジン始動２,エンジン始動１,,,今日の天気は「大雪」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00690.mp4,,MIK0001.jpg,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,エンジン始動２,エンジン始動１,,,今日の天気は「大雪」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00690.mp4,,MIK0001.jpg,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,エンジン始動２,エンジン始動１,,,今日の天気は「ひょう」です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00710.mp4,,MIK0001.jpg,,,,,,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,エンジン始動２,エンジン始動１,,,(天気不明),10,100,,,2000,1,,,,,,,,,,,,,,,,MIK90000.mp4,,MIK0001.jpg,,,,,,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,エンジン始動３,エンジン始動２,,,エンジンが始動しています,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00610.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,エンジン始動３,エンジン始動２,,,エンジンが震えていますね,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00720.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,エンジン始動３,エンジン始動２,,,エンジンの音、いいですね～,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00730.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,エンジン始動３,エンジン始動２,,,エンジンの調子は良さそうですね,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00740.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,エンジン始動３,エンジン始動２,,,今日の調子はどうですか？ミクは今日も絶好調です！,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00750.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,エンジン始動３,エンジン始動２,,,エンジンがかかっています。これからどこに連れてってくれるんですか？,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00760.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,エンジン始動３,エンジン始動２,,,ミク、なんだかワクワクしてきました,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00770.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,エンジン始動３,エンジン始動２,,,シートベルト、サイドミラー、バックミラーの角度は大丈夫ですか？,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00780.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,エンジン始動３,エンジン始動２,,,エンジンが、かかったー,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00790.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,エンジン始動４,エンジン始動３,,,ガソリンはほぼ満タン、約３００キロ以上走行可能です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00800.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,エンジン始動４,エンジン始動３,,,ガソリンはまだまだあります、約１００から１５０キロ走行可能です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00820.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,101,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,エンジン始動４,エンジン始動３,,,ガソリンはまだまだあります、約１５０から２００キロ走行可能です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00830.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,151,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,エンジン始動４,エンジン始動３,,,ガソリンはまだまだあります、約２００から２５０キロ走行可能です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00840.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,201,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,エンジン始動４,エンジン始動３,,,ガソリンはまだまだあります、約２５０から３００キロ走行可能です,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00850.mp4,,MIK0001.jpg,,,,,,,,1,,,,,,251,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,エンジン始動４,エンジン始動３,,,ガソリンがかなり減っています！後続可能距離は約５０キロから１００キロぐらいです！,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00860.mp4,,MIK00860.jpg,,,,,,,,1,,,,,,51,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,エンジン始動４,エンジン始動３,,,間もなくガソリンがなくなります！早くガソリンスタンドに行ってください！,10,100,,,2000,1,,,,,,,,,,,,,,,,MIK00870.mp4,,MIK00870.jpg,,,,,,,,1,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
